0,2.488437,
0.0001,13.064297,
0.0002,12.442187,
0.0003,9.33164,
0.0004,0.622109,
0.0005,4.976875,
0.0006,13.686406,
0.0007,10.575859,
0.0008,4.354765,
0.0009,6.221094,
0.001,11.820078,
0.0011,9.95375,
0.0012,-5.598984,
0.0013,22.395937,
0.0014,6.221094,
0.0015,14.930624,
0.0016,11.820078,
0.0017,0.622109,
0.0018,9.33164,
0.0019,-0.622109,
0.002,3.732656,
0.0021,8.087421,
0.0022,14.308516,
0.0023,6.843203,
0.0024,15.552733,
0.0025,3.732656,
0.0026,13.686406,
0.0027,0,
0.0028,6.843203,
0.0029,1.866328,
0.003,-0.622109,
0.0031,5.598984,
0.0032,4.354765,
0.0033,3.110547,
0.0034,13.064297,
0.0035,5.598984,
0.0036,1.244219,
0.0037,8.087421,
0.0038,14.930624,
0.0039,7.465312,
0.004,14.930624,
0.0041,16.796953,
0.0042,2.488437,
0.0043,9.33164,
0.0044,-0.622109,
0.0045,1.866328,
0.0046,8.709531,
0.0047,3.732656,
0.0048,11.820078,
0.0049,0,
0.005,13.686406,
0.0051,13.686406,
0.0052,7.465312,
0.0053,0.622109,
0.0054,8.709531,
0.0055,10.575859,
0.0056,3.110547,
0.0057,13.064297,
0.0058,0,
0.0059,6.221094,
0.006,10.575859,
0.0061,11.197968,
0.0062,8.087421,
0.0063,9.33164,
0.0064,10.575859,
0.0065,1.866328,
0.0066,4.976875,
0.0067,11.197968,
0.0068,9.33164,
0.0069,17.419062,
0.007,7.465312,
0.0071,11.197968,
0.0072,6.221094,
0.0073,8.709531,
0.0074,12.442187,
0.0075,1.866328,
0.0076,13.064297,
0.0077,4.354765,
0.0078,10.575859,
0.0079,1.244219,
0.008,9.95375,
0.0081,7.465312,
0.0082,16.174843,
0.0083,8.709531,
0.0084,1.866328,
0.0085,15.552733,
0.0086,9.33164,
0.0087,6.843203,
0.0088,14.308516,
0.0089,5.598984,
0.009,7.465312,
0.0091,3.110547,
0.0092,4.976875,
0.0093,9.95375,
0.0094,4.354765,
0.0095,9.95375,
0.0096,14.930624,
0.0097,8.709531,
0.0098,20.529608,
0.0099,3.732656,
0.01,13.686406,
0.0101,20.529608,
0.0102,0,
0.0103,1.866328,
0.0104,4.354765,
0.0105,10.575859,
0.0106,0.622109,
0.0107,9.95375,
0.0108,-5.598984,
0.0109,-6.221094,
0.011,1.244219,
0.0111,5.598984,
0.0112,-0.622109,
0.0113,-2.488437,
0.0114,-0.622109,
0.0115,-0.622109,
0.0116,-7.465312,
0.0117,1.866328,
0.0118,-1.244219,
0.0119,-0.622109,
