0.0001,-8.709531
0.0002,-1.244219
0.0003,-16.796953
0.0004,-8.087421
0.0005,-17.419062
0.0006,-13.686406
0.0007,-4.354765
0.0008,-10.575859
0.0009,-8.087421
0.001,-16.174843
0.0011,-8.087421
0.0012,-4.354765
0.0013,-5.598984
0.0014,-6.843203
0.0015,-13.064297
0.0016,-9.95375
0.0017,-6.221094
0.0018,-17.419062
0.0019,-6.843203
0.002,-9.33164
0.0021,-6.221094
0.0022,4.976875
0.0023,-17.419062
0.0024,-3.110547
0.0025,-9.33164
0.0026,-11.820078
0.0027,-8.087421
0.0028,-10.575859
0.0029,-7.465312
0.003,-9.95375
0.0031,-4.976875
0.0032,-9.33164
0.0033,-9.95375
0.0034,-8.709531
0.0035,-14.308516
0.0036,-6.221094
0.0037,-15.552733
0.0038,-9.33164
0.0039,-12.442187
0.004,-6.843203
0.0041,-2.488437
0.0042,-10.575859
0.0043,-14.308516
0.0044,-11.820078
0.0045,-5.598984
0.0046,-14.308516
0.0047,-13.064297
0.0048,-5.598984
0.0049,-11.820078
0.005,-11.820078
0.0051,-3.732656
0.0052,-4.354765
0.0053,-6.221094
0.0054,-21.151718
0.0055,-7.465312
0.0056,-10.575859
0.0057,-11.197968
0.0058,-3.732656
0.0059,-8.087421
0.006,-9.33164
0.0061,-6.843203
0.0062,-11.197968
0.0063,-11.197968
0.0064,-9.95375
0.0065,-16.174843
0.0066,-3.732656
0.0067,-13.686406
0.0068,-11.197968
0.0069,-14.930624
0.007,-9.33164
0.0071,-8.087421
0.0072,-1.866328
0.0073,-10.575859
0.0074,-1.866328
0.0075,-8.087421
0.0076,-1.866328
0.0077,1.866328
0.0078,-19.285391
0.0079,-14.308516
0.008,-4.976875
0.0081,-3.110547
0.0082,-7.465312
0.0083,-5.598984
0.0084,-6.843203
0.0085,-13.064297
0.0086,-1.866328
0.0087,-9.33164
0.0088,-9.33164
0.0089,-6.221094
0.009,-8.087421
0.0091,-4.354765
0.0092,-11.197968
0.0093,-5.598984
0.0094,-11.820078
0.0095,1.244219
0.0096,-6.843203
0.0097,-11.197968
0.0098,-1.244219
0.0099,-6.221094
0.01,0.622109
0.0101,-5.598984
0.0102,-10.575859
0.0103,-0.622109
0.0104,-14.930624
0.0105,-6.221094
0.0106,-18.66328
0.0107,-14.308516
0.0108,-10.575859
0.0109,-1.244219
0.011,-13.686406
0.0111,-10.575859
0.0112,-6.843203
0.0113,0
0.0114,-19.907499
0.0115,-8.087421
0.0116,-6.221094
0.0117,-8.709531
0.0118,-11.820078
0.0119,-2.488437
0.012,-8.087421
0.0121,-8.087421
0.0122,-10.575859
0.0123,-15.552733
0.0124,-12.442187
0.0125,-6.843203
0.0126,-6.221094
0.0127,-2.488437
0.0128,-14.308516
0.0129,-10.575859
0.013,-8.087421
0.0131,-4.354765
0.0132,-5.598984
0.0133,-4.976875
0.0134,-10.575859
0.0135,-4.976875
0.0136,-10.575859
0.0137,-12.442187
0.0138,-8.709531
0.0139,-14.930624
0.014,-4.354765
0.0141,-7.465312
0.0142,-5.598984
0.0143,-8.709531
